query,seq1,seq2,seq3,seq4,seq5,seq6,seq7,seq8,seq9,seq10,seq11,seq12,seq13,seq14,seq15,seq16,seq17,seq18,seq19,seq20,seq21,seq22,seq23,seq24,seq25,seq26,seq27,seq28,seq29,seq30,seq31,seq32,seq33,seq34,seq35,seq36,seq37,seq38,seq39,seq40,seq41,seq42,seq43,seq44,seq45,seq46,seq47,seq48,seq49,seq50,seq51,seq52,seq53,seq54,seq55,seq56,seq57,seq58,seq59,seq60,seq61,seq62,seq63,seq64,seq65,seq66,seq67,seq68,seq69,seq70,seq71,seq72,seq73,seq74,seq75,seq76,seq77,seq78,seq79,seq80,seq81,seq82,seq83,seq84,seq85,seq86,seq87,seq88,seq89,seq90,seq91,seq92,seq93,seq94,seq95,seq96,seq97,seq98,seq99,seq100,seq101,seq102,seq103,seq104,seq105,seq106,seq107,seq108,seq109,seq110,seq111,seq112,seq113,seq114,seq115,seq116,seq117,seq118,seq119,seq120,seq121,seq122,seq123,seq124,seq125,seq126,seq127,seq128,seq129,seq130,seq131,seq132,seq133,seq134,seq135,seq136,seq137,seq138,seq139,seq140,seq141,seq142,seq143,seq144,seq145,seq146,seq147,seq148,seq149,seq150,seq151,seq152,seq153,seq154,seq155,seq156,seq157,seq158,seq159,seq160,seq161,seq162,seq163,seq164,seq165,seq166,seq167,seq168,seq169,seq170,seq171,seq172,seq173,seq174,seq175,seq176,seq177,seq178,seq179,seq180,seq181,seq182,seq183,seq184,seq185,seq186,seq187,seq188,seq189,seq190,seq191,seq192,seq193,seq194,seq195,seq196,seq197,seq198,seq199,seq200
seq27,0.0,0.0,0.0,0.0,0.0,0.0,27.3,64.2,29.8,27.1,27.6,0.0,32.9,24.5,0.0,25.7,23.7,0.0,28.7,28.7,84.6,0.0,0.0,28.0,0.0,0.0,100.0,91.4,0.0,30.9,0.0,0.0,20.5,53.4,53.4,29.6,27.8,0.0,0.0,29.7,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.4,0.0,0.0,0.0,29.7,0.0,27.3,26.4,35.4,0.0,29.8,0.0,29.1,25.9,0.0,0.0,21.8,30.2,0.0,24.1,0.0,0.0,0.0,0.0,0.0,36.2,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,22.7,22.1,26.4,26.4,0.0,27.8,0.0,0.0,0.0,0.0,0.0,33.8,0.0,0.0,0.0,25.2,0.0,22.6,0.0,0.0,0.0,0.0,30.7,30.7,0.0,31.5,0.0,0.0,0.0,0.0,25.6,0.0,25.6,24.8,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,24.1,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.6,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,0.0,0.0,0.0,23.2,27.9,0.0,0.0,0.0,0.0,0.0,0.0,25.7,0.0,31.3,31.4,26.8,0.0,0.0,0.0,28.7,0.0
seq28,0.0,0.0,0.0,0.0,0.0,0.0,27.0,65.5,0.0,25.4,27.1,0.0,0.0,25.4,0.0,24.5,0.0,0.0,29.3,29.3,83.4,0.0,0.0,24.2,0.0,0.0,91.4,100.0,0.0,29.0,0.0,0.0,20.9,52.8,55.6,30.5,29.1,0.0,0.0,30.9,29.7,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,30.6,0.0,26.1,28.2,33.3,0.0,29.7,0.0,29.8,26.5,0.0,0.0,0.0,30.7,0.0,24.2,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.4,26.9,26.9,0.0,27.3,0.0,0.0,24.5,24.5,0.0,25.5,22.6,0.0,0.0,24.8,0.0,24.9,0.0,0.0,0.0,0.0,30.7,30.7,0.0,30.4,0.0,0.0,0.0,0.0,26.3,0.0,24.8,24.8,27.1,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,23.1,26.8,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,27.2,27.2,0.0,0.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,27.9,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,35.2,0.0,25.4,29.5,29.5,0.0,29.3,27.3
seq29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.5,0.0,0.0,0.0,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,24.1,0.0,34.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq30,30.9,0.0,0.0,0.0,0.0,32.1,34.4,0.0,29.1,0.0,0.0,0.0,27.8,29.5,0.0,0.0,0.0,0.0,37.6,37.6,32.7,0.0,0.0,31.2,0.0,0.0,30.9,29.0,26.2,100.0,0.0,0.0,0.0,30.0,25.8,0.0,0.0,0.0,0.0,33.8,38.4,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,26.5,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,41.8,24.1,33.3,0.0,33.8,0.0,0.0,0.0,30.4,0.0,30.5,0.0,37.1,0.0,34.1,0.0,32.8,29.6,0.0,0.0,0.0,0.0,34.4,0.0,0.0,28.5,0.0,0.0,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,32.5,0.0,31.8,32.8,0.0,38.8,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,30.6,0.0,0.0,40.6,0.0,40.3,0.0,0.0,38.3,0.0,0.0,0.0,0.0,34.8,0.0
seq31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,30.2,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,33.8,33.8,33.8,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,27.1,0.0,25.0,0.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq33,30.3,0.0,0.0,0.0,0.0,0.0,20.0,20.7,0.0,0.0,0.0,25.5,23.5,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,28.7,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.3,20.0,0.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,0.0,0.0,0.0,35.0,22.7,28.2,27.8,29.1,0.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,40.8,0.0,0.0,37.3,0.0,0.0,22.1,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,24.4,0.0,26.0,30.3,0.0,0.0,30.9,0.0,24.4,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,24.8,24.8,24.7,0.0,0.0,0.0,0.0,0.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,22.1,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,21.2,0.0,0.0,36.6,0.0,22.3,22.3,22.3,22.3,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,0.0,0.0,22.3,32.1,0.0,21.2,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5
seq34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2,0.0,0.0,28.3,0.0,0.0,24.1,0.0,0.0,0.0,0.0,27.5,27.5,51.2,0.0,0.0,0.0,0.0,34.0,53.4,52.8,0.0,0.0,0.0,0.0,0.0,100.0,92.9,0.0,30.4,0.0,0.0,21.7,25.5,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,24.8,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,39.0,28.2,0.0,0.0,0.0,21.7,0.0,28.1,22.4,0.0,31.3,29.1,0.0,29.9,0.0,0.0,0.0,0.0,30.2,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,21.8,0.0,0.0,0.0,27.0,0.0,0.0,25.3,25.3,0.0,0.0,0.0,0.0,26.7,0.0,0.0,27.0,32.8,0.0,0.0,0.0,35.1,35.1,0.0,36.4,0.0,0.0,0.0,21.2,26.7,0.0,0.0,26.9,26.5,0.0,0.0,0.0,0.0,0.0,0.0,35.3,34.0,0.0,32.9,0.0,0.0,25.0,25.5,28.3,28.3,28.3,28.3,28.3,28.3,0.0,0.0,0.0,0.0,25.8,25.8,0.0,0.0,33.3,28.2,22.8,22.8,22.8,22.8,22.8,0.0,0.0,0.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,35.0,30.7,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,24.1,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,27.9,0.0,28.9,0.0
seq35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.9,0.0,0.0,28.1,0.0,0.0,25.1,0.0,0.0,0.0,0.0,29.9,29.9,50.4,0.0,0.0,0.0,0.0,0.0,53.4,52.8,0.0,25.8,0.0,0.0,0.0,92.9,100.0,0.0,30.7,0.0,0.0,21.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,39.0,28.2,0.0,0.0,0.0,21.7,0.0,27.4,23.5,0.0,30.1,29.1,0.0,30.4,0.0,24.2,0.0,0.0,30.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,24.3,23.7,0.0,0.0,0.0,28.7,0.0,0.0,26.5,26.5,0.0,0.0,0.0,0.0,25.7,0.0,0.0,25.6,32.8,0.0,0.0,0.0,35.4,35.4,0.0,37.0,0.0,0.0,0.0,21.9,25.0,0.0,0.0,26.2,25.8,0.0,0.0,28.4,28.4,28.4,0.0,34.8,32.9,0.0,32.9,0.0,0.0,24.5,26.3,28.3,28.3,28.3,28.3,28.3,28.3,0.0,0.0,0.0,0.0,25.1,25.1,0.0,0.0,35.6,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,28.3,0.0,36.3,0.0,0.0,26.0,26.1,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,29.2,29.2,0.0,29.7,0.0
seq36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.2,0.0,0.0,28.5,0.0,31.2,0.0,0.0,0.0,0.0,0.0,31.5,31.0,0.0,0.0,100.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,34.0,0.0,26.8,33.7,29.1,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,28.7,0.0,0.0,0.0,0.0,0.0,41.3,0.0,0.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,0.0,25.4,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,25.6,0.0,0.0,23.8,0.0,28.2,30.8,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,24.5,27.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,30.7,30.7,30.7,0.0,0.0,0.0,0.0,0.0,35.2,0.0,0.0,24.7,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seq37,35.9,0.0,0.0,0.0,0.0,28.9,0.0,30.0,0.0,28.8,28.6,0.0,32.4,32.8,0.0,29.9,23.6,0.0,0.0,0.0,29.9,26.3,0.0,32.8,0.0,27.1,27.8,29.2,0.0,27.9,0.0,0.0,0.0,30.0,30.1,29.5,100.0,0.0,0.0,23.9,24.6,0.0,0.0,0.0,0.0,0.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3,29.4,20.9,0.0,0.0,23.9,0.0,33.5,0.0,26.3,35.8,28.0,0.0,0.0,29.6,0.0,0.0,0.0,26.8,32.1,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,29.8,0.0,20.6,20.6,0.0,0.0,0.0,0.0,28.6,26.7,24.3,24.3,0.0,25.5,0.0,0.0,25.4,25.4,0.0,0.0,26.8,0.0,0.0,27.0,0.0,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,0.0,0.0,28.8,29.5,0.0,0.0,26.9,26.9,26.9,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,25.5,25.5,0.0,0.0,41.0,42.4,46.1,46.1,46.1,46.1,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,26.6,40.8,27.8,43.7,39.1,0.0,0.0,32.2,0.0,0.0,0.0,0.0,26.7,26.7,0.0,0.0,0.0
seq38,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,31.3,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,37.5,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
seq39,39.7,0.0,0.0,0.0,0.0,24.0,0.0,32.4,21.9,0.0,0.0,0.0,34.9,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,100.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,0.0,0.0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,31.0,26.6,0.0,36.9,22.4,0.0,0.0,28.4,0.0,0.0,0.0,23.1,0.0,25.7,0.0,0.0,31.9,0.0,0.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,23.8,0.0,0.0,0.0,0.0,0.0,0.0,35.1,35.1,0.0,0.0,25.8,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,32.2,28.8,0.0,31.6,0.0,0.0,0.0,29.9,0.0,0.0,24.6,27.9,26.7,0.0,0.0,0.0,0.0,0.0,56.9,0.0,0.0,35.2,0.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,35.3,35.3,35.3,35.3,35.3,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,32.1,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,34.1
seq40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,30.9,0.0,33.8,0.0,0.0,0.0,21.7,21.7,0.0,22.7,0.0,0.0,100.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,91.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
seq41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,26.4,0.0,0.0,26.5,0.0,0.0,0.0,0.0,28.0,0.0,31.4,0.0,0.0,0.0,29.0,28.0,0.0,38.4,0.0,0.0,0.0,27.3,26.5,0.0,0.0,0.0,0.0,33.3,100.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,33.3,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,28.5,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,29.9,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,29.1,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,26.6,0.0,35.6,35.6,35.6,35.6,35.6,35.6,28.0,38.8,38.8,0.0,0.0,0.0,0.0,0.0,34.8,31.0,27.5,27.5,27.5,27.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,0.0,28.0,28.6,0.0,0.0,24.2,0.0,0.0,31.3,0.0,0.0,24.3,0.0,32.1,32.1,0.0,0.0,29.6
seq42,0.0,0.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
