cluster1_train,cluster1_validation,cluster1_test,cluster2_train,cluster2_validation,cluster2_test,cluster3_train,cluster3_validation,cluster3_test,clusterall_train,clusterall_validation,clusterall_test
6427,55782.0,3850.0,13338,51601.0,326.0,115337,33911.0,93525.0,5997,70368.0,3700.0
83183,38656.0,105143.0,116871,39991.0,81037.0,50307,68934.0,89522.0,46210,31159.0,108678.0
28302,55960.0,104554.0,67863,88111.0,87454.0,104423,95273.0,61948.0,23921,67843.0,104769.0
12372,10643.0,20489.0,52692,8149.0,10107.0,78795,60827.0,77248.0,16977,7228.0,20609.0
88220,84431.0,63402.0,61697,33932.0,56276.0,39845,68505.0,51595.0,81103,83221.0,61318.0
33005,8014.0,54897.0,9405,72028.0,102944.0,70669,78532.0,50738.0,26475,4663.0,49454.0
107646,31057.0,118351.0,9165,8029.0,28083.0,77372,11978.0,99604.0,108542,2730.0,117875.0
47379,56805.0,33845.0,82170,26492.0,15104.0,93044,20611.0,30670.0,40998,66298.0,31201.0
25517,55585.0,89248.0,106108,52486.0,18117.0,23302,43435.0,73593.0,28234,67574.0,82686.0
84789,89529.0,97694.0,60653,30305.0,3844.0,82339,23602.0,38918.0,88330,87158.0,98406.0
52518,48261.0,111415.0,114356,65729.0,93902.0,65123,49669.0,110296.0,51585,45099.0,112443.0
96749,53481.0,15873.0,60049,18503.0,61803.0,31753,93558.0,67512.0,89131,47497.0,20595.0
118913,70013.0,84867.0,70637,10766.0,76312.0,80808,7224.0,79820.0,119045,77112.0,84058.0
23021,89610.0,31610.0,106684,102856.0,36923.0,20826,71811.0,30087.0,21700,88867.0,30606.0
114276,63072.0,18605.0,94805,86599.0,51469.0,77262,28720.0,17422.0,114245,26874.0,18817.0
89064,67790.0,81583.0,93232,43722.0,68427.0,93597,5628.0,77891.0,67649,1434.0,83090.0
26986,6722.0,7680.0,9112,1661.0,11547.0,112015,3695.0,8074.0,70753,2780.0,6515.0
55045,29063.0,25621.0,3779,44098.0,31865.0,83602,114653.0,21081.0,49616,36198.0,27833.0
17110,45111.0,42035.0,67856,94658.0,85614.0,81860,91099.0,32887.0,23762,55700.0,49034.0
49719,21206.0,46025.0,54218,14261.0,90733.0,44873,22283.0,42898.0,97628,22177.0,42853.0
8772,99521.0,32584.0,87045,50121.0,51996.0,6751,36241.0,102440.0,6355,100506.0,39951.0
72074,26390.0,42474.0,2946,7233.0,113177.0,111553,44227.0,38392.0,70441,24675.0,36328.0
68078,76468.0,80299.0,5081,106319.0,58148.0,3540,28147.0,47632.0,75436,74719.0,92606.0
96572,120210.0,112964.0,42721,51240.0,52274.0,71639,80071.0,111878.0,87095,120354.0,112500.0
101772,115952.0,33215.0,45480,92835.0,1427.0,30453,5265.0,592.0,44087,116495.0,51590.0
72407,15575.0,41163.0,106202,11003.0,37918.0,88609,74552.0,41380.0,29375,10562.0,41073.0
3093,39372.0,33652.0,57641,10646.0,97014.0,61006,209.0,49127.0,22117,29395.0,39111.0
55490,15414.0,56609.0,107263,75526.0,24593.0,84935,105226.0,53075.0,50372,21678.0,53688.0
87473,109369.0,54832.0,77807,81775.0,113148.0,87303,89331.0,115536.0,97057,110252.0,64663.0
106070,88897.0,25004.0,110515,77452.0,59926.0,114758,57610.0,20908.0,113894,87747.0,20495.0
46457,47675.0,61856.0,19613,65147.0,53622.0,62208,65755.0,50642.0,43368,11209.0,59322.0
70770,87653.0,97040.0,7929,119927.0,5022.0,120219,90319.0,13269.0,68379,80194.0,94892.0
23880,107051.0,43299.0,33934,85790.0,6048.0,10777,27414.0,14194.0,24649,108404.0,35546.0
40603,109662.0,93835.0,63044,108511.0,86918.0,65561,9560.0,92668.0,58284,50590.0,99975.0
87365,119503.0,13580.0,61079,93858.0,10197.0,15710,85670.0,16017.0,84926,94869.0,10367.0
94789,75799.0,58483.0,6203,14114.0,103067.0,67705,4651.0,92498.0,92146,73818.0,48142.0
31979,10373.0,23973.0,97353,114400.0,31460.0,104303,34137.0,20790.0,45885,9759.0,21933.0
50948,78738.0,107308.0,73002,107779.0,96200.0,49723,83830.0,105548.0,31007,77351.0,107566.0
75546,3377.0,6203.0,74340,44808.0,5385.0,103803,87695.0,7328.0,75477,92720.0,9356.0
92260,112974.0,14364.0,4483,12069.0,32547.0,9779,72227.0,12527.0,77871,113812.0,12799.0
51145,103797.0,49804.0,69511,39194.0,22500.0,12943,71158.0,28903.0,45859,99557.0,54832.0
51192,997.0,17305.0,32603,29562.0,95810.0,6868,20723.0,96027.0,61074,76322.0,33107.0
39718,94235.0,29178.0,51657,33652.0,81211.0,58197,93631.0,89157.0,49618,2264.0,36849.0
53506,9477.0,9917.0,54242,103157.0,59971.0,17160,74588.0,13219.0,45344,86900.0,13253.0
68261,54572.0,54984.0,112725,35865.0,29731.0,96946,23234.0,56227.0,110054,69843.0,52476.0
88186,95917.0,55442.0,23025,87413.0,55149.0,35366,42113.0,7573.0,88561,96866.0,59730.0
16536,100609.0,108625.0,20070,28578.0,22421.0,111036,11490.0,17813.0,20731,100919.0,109883.0
63854,67118.0,35714.0,30154,23894.0,119155.0,69191,27485.0,119151.0,52362,70478.0,31025.0
84637,68011.0,92400.0,110029,77732.0,81677.0,69460,49055.0,10500.0,84716,65920.0,93823.0
95596,75831.0,66360.0,3791,34508.0,100754.0,103326,118717.0,120606.0,96646,78470.0,66536.0
101628,34883.0,77310.0,112569,119594.0,74009.0,13789,90173.0,78747.0,102142,74462.0,83726.0
12162,10147.0,2023.0,65504,12982.0,29208.0,10880,7785.0,2052.0,10972,16626.0,1849.0
77327,55271.0,34810.0,64144,56414.0,18217.0,6354,34302.0,31921.0,76240,118726.0,27500.0
97015,60614.0,52953.0,4226,56292.0,31415.0,76485,6252.0,48959.0,59221,13086.0,47724.0
68921,9933.0,7244.0,93586,24763.0,109516.0,112018,24031.0,23237.0,66163,61231.0,9097.0
75894,77357.0,76027.0,1025,83214.0,35987.0,69955,90301.0,26261.0,74468,84004.0,72227.0
15654,21791.0,94213.0,97767,44000.0,50490.0,68031,118429.0,102379.0,42717,13694.0,96148.0
21210,99001.0,34417.0,105718,7897.0,51103.0,29012,58739.0,15521.0,26730,99751.0,38024.0
46909,83882.0,110657.0,105775,114881.0,32586.0,105847,66038.0,109238.0,41826,86762.0,97065.0
93048,95025.0,47854.0,88652,86296.0,76498.0,98001,73426.0,110966.0,94769,113579.0,51425.0
20295,105326.0,106698.0,118546,32028.0,90558.0,90208,104036.0,107847.0,27207,106056.0,108045.0
17144,67723.0,112776.0,47443,86937.0,45318.0,107031,54946.0,111573.0,14344,65706.0,112135.0
56437,47914.0,95542.0,78673,43479.0,113450.0,89579,32128.0,95576.0,66422,63633.0,120621.0
92640,90798.0,88651.0,117947,89181.0,21509.0,19948,48571.0,31195.0,91939,117939.0,90379.0
34847,53727.0,104074.0,91576,39931.0,16795.0,99260,20675.0,59125.0,49515,41927.0,118172.0
84509,72431.0,85919.0,57718,118230.0,59492.0,92645,48579.0,108414.0,84713,31233.0,79138.0
100791,36480.0,107359.0,102264,61227.0,118982.0,98251,2203.0,6264.0,88400,31866.0,108296.0
13118,19144.0,103821.0,5290,5305.0,32640.0,98699,92941.0,104795.0,25971,25427.0,104483.0
26059,49878.0,102368.0,26835,17854.0,30703.0,88757,46507.0,42072.0,30936,40352.0,103132.0
93026,20852.0,111364.0,29961,82416.0,24562.0,82791,32928.0,111429.0,93885,114926.0,112193.0
66480,50503.0,117268.0,14607,113058.0,57572.0,26677,53773.0,65639.0,62976,36823.0,116806.0
12064,87140.0,40632.0,119057,117014.0,10233.0,64723,69242.0,35880.0,29832,98939.0,33849.0
84023,49319.0,106826.0,52949,100460.0,85958.0,5733,59299.0,49188.0,88150,44675.0,106754.0
36872,112440.0,39865.0,118976,95895.0,47882.0,65983,60807.0,38717.0,32064,112220.0,52148.0
5998,25486.0,37920.0,14795,23953.0,13874.0,66151,93729.0,36548.0,4999,45896.0,30013.0
38843,25458.0,9345.0,306,28226.0,4021.0,11807,46069.0,9423.0,34159,33195.0,5441.0
38197,87552.0,75536.0,64825,44800.0,68983.0,67848,49019.0,44976.0,57721,87825.0,78632.0
58338,79105.0,101396.0,73267,106132.0,7732.0,13927,92254.0,86710.0,53910,79243.0,92845.0
7579,19698.0,68997.0,59858,45585.0,6933.0,7009,15696.0,76851.0,6339,18230.0,72443.0
93439,11221.0,107853.0,32993,34400.0,26642.0,97168,9721.0,106739.0,104791,7872.0,39045.0
101432,91931.0,101954.0,39964,64268.0,91577.0,82065,15269.0,101960.0,101568,92402.0,102903.0
18073,60699.0,33281.0,57568,20162.0,99610.0,16588,42411.0,78033.0,20931,56102.0,36964.0
75248,36722.0,16068.0,45769,29426.0,26890.0,59701,62556.0,15632.0,71566,27635.0,14250.0
7482,86248.0,116557.0,1239,55918.0,66085.0,15156,103438.0,116838.0,6132,98916.0,117392.0
24377,119237.0,18947.0,15721,115002.0,9085.0,33506,71451.0,11067.0,91551,91635.0,13372.0
88563,6081.0,82614.0,76735,46806.0,97264.0,84354,70172.0,54374.0,89593,85643.0,82369.0
25401,38195.0,9711.0,111109,115160.0,86809.0,75107,107476.0,84456.0,22931,13407.0,19309.0
22270,20365.0,70355.0,62022,91378.0,51579.0,101063,10787.0,75021.0,63022,116632.0,70162.0
32448,27913.0,70171.0,47297,64304.0,22688.0,28608,68260.0,50186.0,93724,38618.0,49972.0
70357,84969.0,20841.0,91220,28948.0,16052.0,18031,51770.0,96124.0,61334,80095.0,18310.0
19557,40000.0,118859.0,30518,68299.0,18935.0,35450,100898.0,118103.0,114331,48215.0,112669.0
54462,119269.0,45600.0,99202,39301.0,70562.0,34345,68845.0,36868.0,38081,119394.0,40649.0
16522,61678.0,12334.0,99935,73190.0,33689.0,31093,66814.0,19696.0,12866,58142.0,13567.0
35141,83028.0,64686.0,25779,63478.0,95820.0,23512,35986.0,66093.0,31002,83143.0,64967.0
101996,64844.0,42131.0,53875,78812.0,93491.0,99895,22882.0,9132.0,102944,62635.0,52903.0
99393,51629.0,49393.0,58995,61248.0,88196.0,29710,69887.0,99309.0,53643,55927.0,42489.0
84986,10439.0,104777.0,104602,75761.0,97838.0,91370,60765.0,93199.0,82913,12319.0,104374.0
120085,32382.0,2138.0,49585,53309.0,825.0,91538,19316.0,2031.0,120124,39137.0,1088.0
120540,63395.0,21489.0,31653,112685.0,79389.0,42432,100297.0,106391.0,101234,61346.0,19497.0
21533,87192.0,7575.0,101182,78008.0,106155.0,21091,86832.0,46500.0,24856,95317.0,4482.0
116451,70481.0,42350.0,109774,6937.0,38686.0,10643,58709.0,117531.0,116158,74656.0,34407.0
42851,47117.0,97978.0,34012,105956.0,57829.0,11972,22235.0,89183.0,65838,14892.0,55985.0
21326,75067.0,36788.0,80658,42065.0,5417.0,89346,35957.0,9063.0,37856,74502.0,27636.0
107676,31778.0,32141.0,33521,57521.0,15668.0,23958,10343.0,11402.0,103531,35694.0,46220.0
115084,35834.0,92166.0,81656,107742.0,35289.0,39889,17410.0,88650.0,110922,51679.0,92363.0
93788,33350.0,36389.0,47162,115272.0,99456.0,49592,113695.0,7440.0,94215,29028.0,58919.0
93654,106501.0,89838.0,30094,100458.0,42447.0,117324,97953.0,107465.0,87502,12505.0,59740.0
63099,31071.0,80607.0,82783,48664.0,8947.0,99700,105026.0,68519.0,28711,26672.0,80877.0
107369,70207.0,64216.0,22973,72625.0,63395.0,9632,26156.0,66097.0,103209,72386.0,63907.0
11219,52864.0,116531.0,21836,36029.0,74205.0,37918,66479.0,5753.0,7732,49472.0,115338.0
89276,100650.0,57749.0,34659,14574.0,95293.0,41588,7919.0,91100.0,84338,98675.0,52150.0
91525,116393.0,34426.0,32617,18664.0,10281.0,114715,37958.0,29310.0,118381,115832.0,29977.0
42820,109301.0,52283.0,49013,53129.0,20729.0,13051,52980.0,16236.0,35085,110490.0,47071.0
67591,83885.0,62003.0,20491,64765.0,57657.0,78792,70906.0,69701.0,65772,77532.0,69183.0
38907,46809.0,27681.0,76813,45851.0,87376.0,31762,67649.0,97064.0,32289,43641.0,33077.0
57309,64342.0,73569.0,2739,98962.0,98532.0,112298,50295.0,104877.0,55851,61961.0,77613.0
104139,42628.0,107432.0,61676,51635.0,72783.0,9024,7442.0,66152.0,108991,56477.0,106611.0
106405,90706.0,94572.0,35697,40297.0,41550.0,13790,64234.0,89947.0,106455,90884.0,94920.0
280,30955.0,21091.0,107256,76282.0,84823.0,7870,84559.0,22474.0,326,118674.0,20425.0
18175,56435.0,87132.0,113590,117111.0,55544.0,83799,100506.0,10483.0,52652,64525.0,89922.0
76091,120666.0,58886.0,89876,18232.0,107755.0,95508,48975.0,40550.0,86688,120666.0,59868.0
89699,51700.0,75506.0,91401,112909.0,109780.0,92806,54326.0,13880.0,71773,56876.0,76609.0
73996,43590.0,46364.0,45304,68222.0,65070.0,66302,64793.0,39171.0,85031,39442.0,42588.0
99559,5172.0,104006.0,85438,79682.0,8186.0,91284,82498.0,11818.0,102977,3474.0,96581.0
102560,115945.0,56526.0,29818,28508.0,36726.0,120519,22688.0,52400.0,93647,116012.0,52123.0
61743,25361.0,21266.0,93891,92909.0,23863.0,19985,98905.0,22881.0,52731,38853.0,20574.0
2078,27348.0,67739.0,36004,41168.0,96140.0,119683,19046.0,55576.0,1029,47985.0,77996.0
7727,7720.0,29775.0,35920,42704.0,31060.0,101529,78197.0,24333.0,40514,8558.0,25877.0
118113,94225.0,118495.0,5608,20434.0,69784.0,3717,74466.0,10304.0,118070,94143.0,11944.0
40269,55890.0,7991.0,96244,2422.0,30944.0,99238,15317.0,9986.0,51626,110366.0,5413.0
29824,32118.0,116014.0,51484,105306.0,68990.0,67481,79008.0,117517.0,32596,28139.0,116882.0
74583,99813.0,45306.0,50113,104922.0,74382.0,2611,110416.0,74864.0,27759,100532.0,37963.0
42154,41979.0,9198.0,30523,34324.0,77820.0,21022,35917.0,87308.0,54006,44410.0,18208.0
91784,76141.0,91768.0,31272,45654.0,88019.0,95805,113955.0,82423.0,77509,78404.0,82543.0
31112,5587.0,112650.0,118242,41109.0,63092.0,47135,1700.0,111398.0,25691,42068.0,16346.0
15449,94519.0,395.0,118756,90697.0,67642.0,64922,30800.0,389.0,13838,91864.0,858.0
84806,115295.0,67349.0,79573,4270.0,76081.0,49666,71099.0,69118.0,84547,115017.0,65331.0
869,14978.0,2476.0,31374,110555.0,63835.0,19766,99089.0,1509.0,1770,69167.0,1647.0
98328,12807.0,97850.0,105621,101236.0,14726.0,70069,64716.0,36891.0,95681,16230.0,97224.0
110725,41000.0,90564.0,102541,33500.0,61726.0,101029,46680.0,69642.0,109761,29274.0,72944.0
75144,12393.0,82763.0,98932,50592.0,69696.0,59965,61857.0,97820.0,76123,9789.0,101237.0
48694,23129.0,97034.0,38637,55303.0,38105.0,97883,19032.0,8849.0,41210,21070.0,90700.0
14986,95227.0,89264.0,21856,17398.0,18299.0,11530,101651.0,44354.0,13584,96697.0,87142.0
51653,51548.0,55224.0,96358,68706.0,40313.0,45437,65493.0,119932.0,47094,113451.0,53617.0
23389,85295.0,18396.0,8842,60202.0,111790.0,43538,59441.0,111400.0,20528,86494.0,11486.0
61931,118309.0,55132.0,75256,19011.0,55505.0,59624,82761.0,94197.0,64622,117974.0,58148.0
98901,63436.0,11915.0,28741,43751.0,33103.0,47602,32462.0,14769.0,99544,70886.0,12601.0
114774,93311.0,29874.0,59861,112239.0,44004.0,2033,49776.0,25141.0,112052,86887.0,24940.0
81620,9973.0,29035.0,92159,84011.0,92128.0,57026,8163.0,97651.0,95280,8827.0,48979.0
41104,98304.0,116253.0,101677,75477.0,118397.0,85943,34788.0,115756.0,49638,98771.0,116162.0
22616,117510.0,36042.0,75744,26804.0,32636.0,106357,116263.0,87584.0,108063,117196.0,46869.0
16475,116282.0,91616.0,43090,43737.0,28222.0,12551,9831.0,88518.0,14817,117046.0,91926.0
30550,109671.0,90913.0,39443,87098.0,98712.0,53003,103822.0,87515.0,24439,108827.0,91331.0
10502,21112.0,98394.0,64857,9886.0,29658.0,106163,105876.0,18255.0,44912,17146.0,97647.0
104911,37101.0,30348.0,66339,110699.0,30702.0,788,70536.0,71886.0,106456,32304.0,33404.0
105623,114813.0,9577.0,45059,107680.0,35190.0,13955,5955.0,45991.0,105073,112318.0,6300.0
66787,78266.0,120416.0,662,89613.0,41250.0,51894,93834.0,15579.0,64488,74414.0,120312.0
112301,15954.0,39780.0,100770,93047.0,69865.0,42086,86366.0,65339.0,110596,14010.0,66461.0
62415,117816.0,7713.0,39239,86435.0,50616.0,110917,24815.0,8093.0,80608,117917.0,6541.0
88571,50877.0,108727.0,62423,32575.0,78726.0,88089,38426.0,45282.0,90113,43151.0,113028.0
19975,101503.0,92411.0,12607,20909.0,68041.0,7678,102697.0,71898.0,31347,102833.0,79046.0
42701,96921.0,55577.0,42853,9592.0,98519.0,14409,32026.0,86779.0,34737,88175.0,55910.0
56024,119239.0,102683.0,12144,18098.0,55397.0,5533,80126.0,2099.0,70544,119199.0,96425.0
79594,94428.0,36932.0,62084,98856.0,2935.0,120055,32704.0,29047.0,77616,55611.0,29546.0
19180,91418.0,58154.0,109565,99872.0,119899.0,8666,38713.0,81297.0,15940,39178.0,74644.0
93882,107677.0,105266.0,93102,23191.0,97172.0,55461,81779.0,88164.0,94158,108509.0,105997.0
79916,91996.0,117225.0,95703,59034.0,113462.0,78025,79126.0,115559.0,84099,84887.0,116962.0
54082,67333.0,92521.0,89819,52924.0,29965.0,17466,100463.0,8633.0,53558,70905.0,10474.0
21835,56048.0,116381.0,91895,96209.0,56400.0,90588,102805.0,95966.0,91624,65521.0,98676.0
85583,113885.0,88613.0,3700,11032.0,28479.0,112326,113482.0,117947.0,78992,104550.0,92475.0
77755,4762.0,97498.0,71421,26547.0,57951.0,61648,17207.0,95169.0,50271,90553.0,97323.0
111521,109343.0,112340.0,2475,66798.0,66303.0,33589,119059.0,34192.0,21448,109732.0,112038.0
116992,46433.0,116096.0,46066,103705.0,19355.0,95821,56499.0,39869.0,116752,40830.0,116538.0
16254,93259.0,105417.0,21800,80504.0,97134.0,45072,80398.0,103883.0,14306,86816.0,108357.0
2602,115548.0,45294.0,16464,119289.0,1339.0,10831,114055.0,40220.0,2147,115696.0,40499.0
118158,86589.0,116118.0,86888,119982.0,108032.0,38046,63174.0,116178.0,118792,87084.0,115963.0
19239,102263.0,73148.0,98427,43513.0,10966.0,35299,26472.0,70062.0,15944,4361.0,74178.0
63583,41080.0,98421.0,95715,41525.0,90216.0,99509,36457.0,49115.0,64714,36188.0,98618.0
1208,21698.0,85737.0,5787,24084.0,51244.0,907,42613.0,88375.0,810,16138.0,85746.0
96382,96482.0,39920.0,15539,64369.0,8333.0,58912,52074.0,43377.0,86629,86710.0,115679.0
8201,75908.0,27778.0,4439,79944.0,13825.0,40292,98524.0,12203.0,37974,75937.0,25422.0
7273,107583.0,72518.0,42784,89528.0,64746.0,8678,45790.0,97916.0,10739,103498.0,74605.0
31678,100203.0,104097.0,58299,72289.0,45820.0,91540,51430.0,93908.0,25822,48239.0,103520.0
42815,9041.0,91235.0,27275,116131.0,68314.0,92637,37987.0,75874.0,45289,6916.0,95854.0
10316,85477.0,56666.0,34816,51164.0,87435.0,50095,87231.0,95861.0,12230,89706.0,47019.0
72168,10587.0,17277.0,1718,28463.0,23011.0,70310,40625.0,43131.0,74403,6935.0,13011.0
104235,469.0,11561.0,69988,25160.0,85367.0,67834,83533.0,54863.0,105064,12765.0,54728.0
69380,79021.0,22306.0,29891,54633.0,9229.0,66255,69940.0,23438.0,70836,79284.0,22556.0
26810,113910.0,97511.0,3706,119257.0,108359.0,9082,34260.0,98608.0,17573,113473.0,98095.0
91513,110585.0,78038.0,24817,37495.0,69271.0,104960,17312.0,59139.0,69582,111347.0,92116.0
29818,54139.0,116365.0,49092,110250.0,93516.0,52748,49186.0,30003.0,23960,43340.0,115585.0
72834,510.0,53329.0,16739,26831.0,5483.0,57499,825.0,49237.0,72506,510.0,50407.0
26898,47148.0,81530.0,112549,82735.0,34863.0,22534,91492.0,82507.0,22029,54436.0,106899.0
11206,54409.0,46604.0,3986,94740.0,53836.0,62904,52366.0,36522.0,9567,55722.0,64618.0
77195,85300.0,48671.0,59417,10482.0,42566.0,23797,78903.0,5618.0,70571,118102.0,45826.0
108211,108894.0,20466.0,28203,1252.0,2545.0,46237,64999.0,77164.0,52462,108661.0,23068.0
25573,116650.0,13607.0,104532,80866.0,5657.0,72103,116503.0,103516.0,20488,117153.0,10501.0
41511,111251.0,76.0,85459,71964.0,33100.0,57446,102982.0,30834.0,34623,111869.0,220.0
7413,46965.0,113539.0,68539,56526.0,23003.0,5688,119123.0,113748.0,5166,54367.0,114263.0
103788,23714.0,115720.0,608,63420.0,17605.0,41683,99189.0,116803.0,103004,17274.0,115372.0
65439,29581.0,15428.0,108043,106889.0,3183.0,86584,66470.0,39927.0,63018,33282.0,13122.0
25049,31434.0,36089.0,48404,72216.0,29069.0,63218,101859.0,34563.0,16141,27308.0,35247.0
2053,50692.0,49543.0,14689,953.0,64853.0,40795,22182.0,75952.0,1667,47987.0,59487.0
6612,69619.0,43158.0,52786,21866.0,87792.0,43971,4889.0,38446.0,11294,71634.0,37647.0
19356,10239.0,74282.0,93314,66375.0,41219.0,106872,70255.0,56412.0,15806,15229.0,47514.0
15111,88731.0,45602.0,19280,98841.0,40436.0,52457,80819.0,95376.0,14876,87281.0,52299.0
106937,84538.0,76509.0,99841,18894.0,49312.0,80540,68829.0,3371.0,104864,82398.0,76879.0
12380,120582.0,3419.0,30644,39696.0,7572.0,108599,120546.0,4801.0,10956,120617.0,5386.0
7831,71666.0,16595.0,100405,51273.0,75387.0,83030,69873.0,107028.0,22756,74070.0,18662.0
57117,53365.0,115403.0,26355,120130.0,31592.0,27107,101484.0,119744.0,61791,53536.0,114728.0
34905,21424.0,39716.0,56419,51877.0,785.0,5222,39562.0,50643.0,93472,29909.0,47379.0
15750,58833.0,2933.0,94837,9365.0,9163.0,28715,40185.0,15927.0,19994,52580.0,17465.0
118763,88184.0,99799.0,104076,72832.0,91761.0,56217,99187.0,101260.0,118912,85719.0,101231.0
98751,57726.0,23335.0,26269,29120.0,69473.0,103606,20304.0,52745.0,97593,54889.0,25039.0
44542,109785.0,101847.0,78198,97759.0,10177.0,103174,106591.0,12033.0,38065,72410.0,100703.0
105711,89903.0,58695.0,2713,39697.0,85398.0,8035,71605.0,51383.0,96269,85879.0,46082.0
84079,64315.0,75225.0,79993,46910.0,95929.0,68779,22176.0,4668.0,36168,62181.0,75592.0
11259,48079.0,19864.0,36935,109414.0,29692.0,108983,102665.0,16882.0,55114,41877.0,15029.0
43747,103414.0,36090.0,71537,2377.0,55552.0,77895,82049.0,60663.0,62062,103777.0,51848.0
119127,24632.0,65902.0,89684,38492.0,27896.0,115169,80666.0,63686.0,119315,42220.0,62353.0
75877,10585.0,40744.0,61390,117295.0,67172.0,88472,78339.0,71993.0,43276,9297.0,36118.0
14454,94155.0,85898.0,14994,82309.0,62519.0,96878,22265.0,22155.0,9974,95819.0,25077.0
29525,65995.0,10423.0,46887,86501.0,19480.0,76938,81534.0,17334.0,23658,62867.0,14883.0
620,72938.0,46108.0,88540,107923.0,36814.0,64530,104472.0,46464.0,712,76048.0,41873.0
35189,81839.0,46972.0,90086,13540.0,2044.0,68008,61132.0,96952.0,71389,80257.0,43147.0
26164,100494.0,12260.0,83338,49547.0,117498.0,4980,36493.0,109277.0,6746,104143.0,15511.0
56341,80601.0,119846.0,42185,58326.0,53109.0,44261,30136.0,44420.0,65249,83585.0,119912.0
22460,86748.0,29729.0,75429,93036.0,114118.0,21832,65021.0,115891.0,23536,88687.0,38093.0
36162,108.0,26229.0,92299,73316.0,88708.0,9154,17284.0,114520.0,44490,262.0,88089.0
25991,9413.0,37078.0,13888,16694.0,112216.0,66383,74496.0,103190.0,32215,82378.0,42009.0
49312,53048.0,49196.0,89216,11511.0,62434.0,39298,76909.0,16183.0,40845,45307.0,41743.0
4918,54577.0,37300.0,80596,110608.0,21913.0,18688,116947.0,35836.0,7387,109899.0,26810.0
20363,108640.0,84218.0,84767,5748.0,41863.0,23534,115591.0,40267.0,16820,9838.0,78591.0
112556,110821.0,53985.0,16612,3161.0,52659.0,3811,1790.0,51692.0,112585,112035.0,59327.0
82390,118208.0,31269.0,112319,37623.0,61209.0,39901,51940.0,21920.0,85360,116701.0,27062.0
85051,61537.0,87127.0,95499,105331.0,78941.0,60732,10760.0,83008.0,9771,60094.0,87662.0
39605,34651.0,116707.0,112007,67409.0,74038.0,38644,71184.0,118032.0,31689,50116.0,117434.0
9253,46941.0,82528.0,114372,35253.0,1753.0,104974,7148.0,96031.0,10185,113501.0,73883.0
60895,100270.0,21428.0,95756,47520.0,40482.0,91704,30822.0,35066.0,55904,105019.0,27541.0
92430,75462.0,18105.0,35135,110146.0,37239.0,46100,119806.0,14096.0,89897,77652.0,16479.0
61310,97572.0,113557.0,49244,102529.0,115717.0,63555,11011.0,113132.0,39657,97419.0,113285.0
61989,105892.0,74513.0,65167,36863.0,41002.0,23624,35375.0,66594.0,53561,102023.0,74934.0
97721,5678.0,113681.0,102468,96433.0,671.0,30996,33760.0,5610.0,99236,28536.0,16525.0
94640,39062.0,83160.0,8536,100379.0,68638.0,54119,84156.0,76488.0,96024,51666.0,87444.0
111195,6232.0,104672.0,20732,6800.0,73186.0,92503,109912.0,86753.0,109679,44446.0,100837.0
27290,1747.0,27755.0,41322,68591.0,67732.0,62944,34588.0,32845.0,109872,1573.0,29894.0
19895,92090.0,104519.0,119987,6379.0,15853.0,3383,105015.0,93450.0,51075,91499.0,99463.0
291,1196.0,10833.0,79166,18865.0,4301.0,90202,107329.0,41055.0,5884,1383.0,8381.0
8933,30339.0,85652.0,46759,73008.0,110356.0,33755,78940.0,90231.0,14283,47231.0,87135.0
99048,41609.0,103113.0,111874,13382.0,109621.0,8600,112717.0,79303.0,90363,38195.0,102822.0
10332,22452.0,99135.0,24113,39197.0,45443.0,59001,71024.0,50524.0,25435,28355.0,100110.0
84636,39105.0,28788.0,19727,106271.0,38929.0,32541,143.0,74595.0,59768,32489.0,33551.0
110770,60993.0,72114.0,89171,8025.0,22414.0,8623,82252.0,20132.0,109191,60130.0,76653.0
74917,117048.0,61877.0,37710,104929.0,110888.0,53137,5773.0,75116.0,35013,117246.0,57429.0
49574,64313.0,52674.0,117005,22054.0,11197.0,40516,78860.0,52121.0,43835,64118.0,49622.0
2381,20161.0,100737.0,1819,41175.0,58890.0,13442,57336.0,99314.0,1526,15666.0,102532.0
120290,111115.0,38185.0,82509,107292.0,112364.0,5094,67864.0,54908.0,120409,113627.0,34107.0
86500,25423.0,10986.0,3087,92742.0,17866.0,90354,94754.0,14077.0,83655,22997.0,14238.0
49945,84892.0,79455.0,35665,16403.0,36850.0,119944,80006.0,66149.0,45813,85428.0,70861.0
104909,116239.0,53543.0,2797,73646.0,93506.0,111972,74602.0,56903.0,105155,111254.0,54693.0
38855,98471.0,31685.0,39346,27964.0,6057.0,113466,94835.0,18935.0,48671,100205.0,27624.0
94300,100377.0,22994.0,114454,87189.0,43881.0,45399,78315.0,78320.0,48890,100978.0,25693.0
24547,116737.0,59726.0,117004,93790.0,70617.0,81802,69983.0,102266.0,20459,116595.0,53406.0
5898,24024.0,108358.0,103226,75836.0,5831.0,110699,89406.0,1935.0,9002,44745.0,111617.0
82751,38570.0,52774.0,8974,84707.0,26939.0,83652,78102.0,56091.0,69977,42020.0,97849.0
46524,86479.0,68870.0,41427,64823.0,8411.0,93749,23462.0,70395.0,43613,90056.0,69194.0
83910,113155.0,92285.0,1688,89083.0,82900.0,10556,71771.0,10176.0,89557,111087.0,91608.0
13790,116013.0,36447.0,29449,54546.0,113095.0,51991,115716.0,111678.0,13205,116264.0,43645.0
